name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Dioscorea bolbotricha,Dioscoreaceae,Dioscorea,bolbotricha,Hand.-Mazz.,tax_nov,spec.,FALSE,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 221, fig. 8, 9. 1908 ","Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,"79: 221, fig. 8, 9",610-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,80710-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=221&rft.volume=79&rft_id=http://www.biodiversitylibrary.org/bibliography/6733&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/80710-2,IPNI,NA,NA,NA,NA,
Dioscorea brasiliana,Dioscoreaceae,Dioscorea,brasiliana,Poir.,tax_nov,spec.,FALSE,Encycl. [J. Lamarck & al.] Suppl. 3. 139. 1813 [24 Sep 1813] ,Encycl. [J. Lamarck & al.] Suppl. 3.,1813,139,15195-2,FALSE,null P?,M.R.Schomburgk,1574,NA,Brazil (Southern America),NA,324032-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1813&rft.spage=139&rft_id=http://www.biodiversitylibrary.org/bibliography/826&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,24 Sep 1813,NA,NA,www.ipni.org/n/324032-2,IPNI,NA,NA,NA,NA,
Dioscorea clacarea,Dioscoreaceae,Dioscorea,clacarea,R.Knuth,tax_nov,spec.,FALSE,"Pflanzenr. (Engler) 4, Fam. 43: 84. 1924 ",Pflanzenr. (Engler),1924,"4, Fam. 43: 84",3295-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,80722-2,FALSE,NA,NA,NA,NA,www.ipni.org/n/80722-2,IPNI,NA,NA,NA,NA,
Dioscorea cymosula,Dioscoreaceae,Dioscorea,cymosula,Hemsl.,tax_nov,spec.,FALSE,"Biol. Cent.-Amer., Bot. 3[4]: 355 (-356). 1884 [Feb 1884] ","Biol. Cent.-Amer., Bot.",1884,3[4]: 355 (-356),855-2,FALSE,NA,NA,NA,NA,"Panama (Central America, Southern America);Brazil (Southern America);",NA,30208168-2,TRUE,NA,Feb 1884,NA,NA,www.ipni.org/n/30208168-2,IPNI,NA,NA,NA,NA,
Dioscorea itatiensis,Dioscoreaceae,Dioscorea,itatiensis,R.Knuth,tax_nov,spec.,FALSE,Notizbl. Bot. Gart. Berlin-Dahlem 7: 212. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 212,1019-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,80874-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=212&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/80874-2,IPNI,NA,NA,NA,NA,
Dioscorea lacerdae,Dioscoreaceae,Dioscorea,lacerdae,Griseb.,tax_nov,spec.,FALSE,Fl. Bras. (Martius) 3(1): 31. 1842 [1 Apr 1842] (as  lacerdaei),Fl. Bras. (Martius),1842,3(1): 31,629-2,FALSE,NA,NA,NA,NA,"Pará (Brazil, Southern America)",Habitat in silvis ad urbem Pará,318153-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135473&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Apr 1842,Eponymy:,(as  lacerdaei),www.ipni.org/n/318153-1,IPNI,NA,NA,NA,NA,
Dioscorea lofgrenii,Dioscoreaceae,Dioscorea,lofgrenii,R.Knuth,tax_nov,spec.,FALSE,Notizbl. Bot. Gart. Berlin-Dahlem 7: 187. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 187,1019-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,80905-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=187&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/80905-2,IPNI,NA,NA,NA,NA,
Dioscorea mantigueirensis,Dioscoreaceae,Dioscorea,mantigueirensis,R.Knuth,tax_nov,spec.,FALSE,Notizbl. Bot. Gart. Berlin-Dahlem 7: 192. 1917 ,Notizbl. Bot. Gart. Berlin-Dahlem,1917,7: 192,1019-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,80918-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=192&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/80918-2,IPNI,NA,NA,NA,NA,
Dioscorea margarethiae,Dioscoreaceae,Dioscorea,margarethiae,"G.M.Barroso, E.F.Guim. & Sucre",tax_nov,spec.,FALSE,"Loefgrenia 49: 2, figs. 1970 , as 'margarethia'",Loefgrenia,1970,"49: 2, figs",994-2,FALSE,holotype R," M.Emmerich,L.Emygdio de Mello Filho",2636,NA,"Guanabara, Rio de Janeiro (Brazil, Southern America)",NA,80920-2,TRUE,NA,NA,Etymology: not given; presumably in reference to collector Margareth Emmerich.,as 'margarethia',www.ipni.org/n/80920-2,IPNI,NA,NA,NA,NA,
Dioscorea melanoleuca,Dioscoreaceae,Dioscorea,melanoleuca,Linden ex K.Koch,tax_nov,spec.,FALSE,Wochenschr. Vereines Beförd. Gartenbaues Konigl. Preuss. Staaten 14(20): 158. 1871 [20 May 1871] ,Wochenschr. Vereines Beförd. Gartenbaues Konigl. Preuss. Staaten,1871,14(20): 158,7877-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),Rio Negro basin,60454909-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1871&rft.issue=20&rft.spage=158&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/5017&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,20 May 1871,NA,NA,www.ipni.org/n/60454909-2,IPNI,NA,NA,NA,NA,
